Sheet = "8102-PART1.pdf"
-------------
"SWCLLI","POPID","BEGDATE","ENDDATE","REPLDATE"
"BGLWARXARS0","3060","10/1/99","9/30/06","-"
"BGLWMEXARS0","3780","10/1/99","9/30/06","-"
"BGLWMNXBRL0","3855","10/1/99","9/30/06","-"
"BGLYIAXORS0","3400","10/1/99","9/30/06","-"
"BGLYMNXB69G","4030","10/1/99","9/30/06","-"
"BGLYWIXARS0","8007","10/1/99","9/30/06","-"
"BGPICAXFRS2","3082","10/1/99","9/30/06","-"
"BGPIFLMARS0","3272","10/1/99","9/30/06","-"
"BGPNWYXCDS0","2030","10/1/99","9/30/06","-"
"BGPROHXARS2","4200","10/1/99","9/30/06","-"
"BGPRVAXADS0","4692","10/1/99","9/30/06","-"
"BGRDMOXARS0","3905","10/1/99","9/30/06","-"
"BGRKILBGRS0","3435","10/1/99","9/30/06","-"
"BGRKVAXARS4","4692","10/1/99","9/30/06","-"
"BGRNPABRRS1","8014","10/1/99","9/30/06","-"
"BGRPMIMNDS0","3800","10/1/99","9/30/06","-"
"BGRSARXARL0","3060","10/1/99","9/30/06","-"
"BGRTGAMA72C","3335","10/1/99","9/30/06","-"
"BGSNMTXCRS1","3945","10/1/99","9/30/06","-"
"BGSNTNMARS0","4410","10/1/99","9/30/06","-"
"BGSNTXXADS0","4510","10/1/99","9/30/06","-"
"BGSPMOXADS0","8000","10/1/99","9/30/06","-"
"BGSPNENWRS1","4040","10/1/99","9/30/06","-"
"BGSPTXBSDS0","4530","10/1/99","9/30/06","-"
"BGSRCA11RS0","3152","10/1/99","9/30/06","-"
"BGSYMTXCDS0","3930","10/1/99","9/30/06","-"
"BGTMMTACCM1","3930","10/1/99","9/30/06","-"
"BGTMMTXCDS0","3930","10/1/99","9/30/06","-"
"BGTNKSXADS0","3650","10/1/99","9/30/06","-"
"BGTNNECORS1","2262","10/1/99","9/30/06","-"
"BGTNNJBGDS5","2120","10/1/99","9/30/06","-"
"BGTNOKMARS1","4230","10/1/99","9/30/06","-"
"BGTNPA01RS0","4300","10/1/99","9/30/06","-"
"BGTNVAXADS0","8210","10/1/99","9/30/06","-"
"BGTNVTPLDS0","4645","10/1/99","9/30/06","-"
"BGTPOHAACM0","4190","10/1/99","9/30/06","-"
"BGVLCA11RS1","3170","10/1/99","9/30/06","-"
"BGVLDEBGRS0","7080","10/1/99","9/30/06","-"
"BGVLILXDRS1","8205","10/1/99","9/30/06","-"
"BGVLPAALCM1","2060","10/1/99","9/30/06","-"
"BGVLPAAMCM1","8014","10/1/99","9/30/06","-"
"BGVLPAAMCM3","2060","10/1/99","9/30/06","-"
"BGVLPABRDS0","2060","10/1/99","9/30/06","-"
"BGVLPABRRS3","2060","10/1/99","9/30/06","-"
"BGVYTXXADS0","8091","10/1/99","9/30/06","-"
"BGWLTXBWRS0","4540","10/1/99","9/30/06","-"
"BHBTWVBERS1","8304","10/1/99","9/30/06","-"
"BHCYTXXADS0","2080","10/1/99","9/30/06","-"
"BHISSCMARS1","3340","10/1/99","9/30/06","-"
"BHLHNCXARS0","3962","10/1/99","9/30/06","-"
"BHLHNHCRRS1","4060","10/1/99","9/30/06","-"
"BHLHPA08RS0","4300","10/1/99","9/30/06","-"
"BHLHPABEDS0","4300","10/1/99","9/30/06","-"
"BHLKWIXADS1","2240","10/1/99","9/30/06","-"
"BHLRKSXARS0","3660","10/1/99","9/30/06","-"
"BHPKFLXA28H","3322","10/1/99","9/30/06","-"
"BHTNILXERS0","3467","10/1/99","9/30/06","-"
"BHVLNJXURS1","4077","10/1/99","9/30/06","-"
"BHVLSCXARS0","4340","10/1/99","9/30/06","-"
"BHWDWIXARS0","4670","10/1/99","9/30/06","-"
"BIBRCAXFDS0","3145","10/1/99","9/30/06","-"
"BIGVPAXBRS1","4275","10/1/99","9/30/06","-"
"BILACAXFRS0","3110","10/1/99","9/30/06","-"
"BILXMSAT0MD","3910","10/1/99","9/30/06","-"
"BILXMSCLH01","3910","10/1/99","9/30/06","-"
"BILXMSDIRS9","3910","10/1/99","9/30/06","-"
"BILXMSED26T","3910","10/1/99","9/30/06","-"
"BILXMSEDBMD","3910","10/1/99","9/30/06","-"
"BILXMSEDDS0","3910","10/1/99","9/30/06","-"
"BILXMSEDDS1","3910","10/1/99","9/30/06","-"
"BILXMSMADS0","3910","10/1/99","9/30/06","-"
"BISBAZMARS1","3080","10/1/99","9/30/06","-"
"BISBNDXARS6","4020","10/1/99","9/30/06","-"
"BISCNCXARS0","4015","10/1/99","9/30/06","-"
"BISNKSXARS0","3650","10/1/99","9/30/06","-"
"BISNSDXADS0","4370","10/1/99","9/30/06","-"
"BITNCOMADS0","3200","10/1/99","9/30/06","-"
"BITNIAXODS0","3380","10/1/99","9/30/06","-"
"BITNILBHRS0","3900","10/1/99","9/30/06","-"
"BITNMAWI0MD","3740","10/1/99","9/30/06","-"
"BITNMAWIDS1","3740","10/1/99","9/30/06","-"
"BITNMIESDS0","8475","10/1/99","9/30/06","-"
"BITNNYXARS0","4160","10/1/99","9/30/06","-"
"BIVLOHXARS1","4220","10/1/99","9/30/06","-"
"BKBGIAXORL0","3400","10/1/99","9/30/06","-"
"BKBGVABBRSM","4590","10/1/99","9/30/06","-"
"BKCHOKXARS1","4230","10/1/99","9/30/06","-"
"BKCPORQACM1","4255","10/1/99","9/30/06","-"
"BKFDCA01DS0","3090","10/1/99","9/30/06","-"
"BKFDCA01XMD","3090","10/1/99","9/30/06","-"
"BKFDCA114MD","3090","10/1/99","9/30/06","-"
"BKFDCA1176T","3090","10/1/99","9/30/06","-"
"BKFDCA11DS0","3090","10/1/99","9/30/06","-"
"BKFDCA12DS0","3090","10/1/99","9/30/06","-"
"BKFDCA12DS1","3090","10/1/99","9/30/06","-"
"BKFDCA12DS2","3090","10/1/99","9/30/06","-"
"BKFDCA13DS0","3090","10/1/99","9/30/06","-"
"BKFDCA14DS0","3090","10/1/99","9/30/06","-"
"BKFDCA15RS0","3090","10/1/99","9/30/06","-"
"BKFDCA17DS0","3090","10/1/99","9/30/06","-"
"BKFDCA19DS0","3090","10/1/99","9/30/06","-"
"BKFDCABB1MD","3090","10/1/99","9/30/06","-"
"BKFDCAJADS0","3090","10/1/99","9/30/06","-"
"BKFDCAKT00A","3090","10/1/99","9/30/06","-"
"BKFDCAKT1KD","3090","10/1/99","9/30/06","-"
"BKFDCAKTDSZ","3090","10/1/99","9/30/06","-"
"BKFDCAXN0MD","3090","10/1/99","9/30/06","-"
"BKLIMAGGRS1","3747","10/1/99","9/30/06","-"
"BKLIMAMA0MD","3740","10/1/99","9/30/06","-"
"BKLIMAMADS1","3740","10/1/99","9/30/06","-"
"BKLYCA01CG0","3125","10/1/99","9/30/06","-"
"BKLYCA01DS0","3125","10/1/99","9/30/06","-"
"BKNGORXXDS1","4255","10/1/99","9/30/06","-"
"BKNGSDCACM6","4370","10/1/99","9/30/06","-"
"BKNGSDXB69G","4370","10/1/99","9/30/06","-"
"BKNGSDXC69G","4370","10/1/99","9/30/06","-"
"BKNGSDXCCM1","4370","10/1/99","9/30/06","-"
"BKNGSDXERS3","4370","10/1/99","9/30/06","-"
"BKNGSDXSCM6","2220","10/1/99","9/30/06","-"
"BKPKOH26DS0","4180","10/1/99","9/30/06","-"
"BKPKOH97RS1","4180","10/1/99","9/30/06","-"
"BKPTILXERS0","3455","10/1/99","9/30/06","-"
"BKSDPAXBRS0","4310","10/1/99","9/30/06","-"
"BKSHOKMARS1","4240","10/1/99","9/30/06","-"
"BKSHTXXARS0","2080","10/1/99","9/30/06","-"
"BKTNINXARS0","3600","10/1/99","9/30/06","-"
"BKTNMNXBRS0","8076","10/1/99","9/30/06","-"
"BKTWNYACW01","4130","10/1/99","9/30/06","-"
"BKTWNYAE1MD","4130","10/1/99","9/30/06","-"
"BKVLFLBKCM1","3250","10/1/99","9/30/06","-"
"BKVLFLBYCM1","3250","10/1/99","9/30/06","-"
"BKVLFLCCCM1","3250","10/1/99","9/30/06","-"
"BKVLFLJFDS0","3250","10/1/99","9/30/06","-"
"BKVLINXARS1","8275","10/1/99","9/30/06","-"
"BKVLKSXADS0","3650","10/1/99","9/30/06","-"
"BKVLKYXARS0","3670","10/1/99","9/30/06","-"
"BKVLMSSUDS1","3920","10/1/99","9/30/06","-"
"BKVLOHXARS0","2270","10/1/99","9/30/06","-"
"BKVLPAXBDS0","8014","10/1/99","9/30/06","-"
"BKVLTXXADS0","4510","10/1/99","9/30/06","-"
"BKWDNJBWDS5","2120","10/1/99","9/30/06","-"
"BLANKYXARS0","4725","10/1/99","9/30/06","-"
"BLANMNBLRL0","2252","10/1/99","9/30/06","-"
"BLANMNBLRS0","2252","10/1/99","9/30/06","-"
"BLANMNBLRS1","2252","10/1/99","9/30/06","-"
"BLANMNBLRSA","2252","10/1/99","9/30/06","-"
"BLANTXAD1MD","4540","10/1/99","9/30/06","-"
"BLANTXXADS0","4540","10/1/99","9/30/06","-"
"BLANWAXBRS0","4655","10/1/99","9/30/06","-"
"BLARILXERS0","3455","10/1/99","9/30/06","-"
"BLARMDBLDS0","3750","10/1/99","9/30/06","-"
"BLARMDBLHPC","3750","10/1/99","9/30/06","-"
"BLARNEXHDS1","2262","10/1/99","9/30/06","-"
"BLAROKMARS1","4230","10/1/99","9/30/06","-"
"BLARWIXARS0","8007","10/1/99","9/30/06","-"
"BLASOHDCCM1","4170","10/1/99","9/30/06","-"
"BLASOHDCCM2","4170","10/1/99","9/30/06","-"
"BLASOHDO1MD","4215","10/1/99","9/30/06","-"
"BLASOHDPDS0","4170","10/1/99","9/30/06","-"
"BLATMNXBDS0","3855","10/1/99","9/30/06","-"
"BLBGIAXORS0","3400","10/1/99","9/30/06","-"
"BLBGPAXBRS0","4310","10/1/99","9/30/06","-"
"BLBGSCMARS1","4365","10/1/99","9/30/06","-"
"BLBGTXXADS0","8072","10/1/99","9/30/06","-"
"BLBGVA01CM1","4630","10/1/99","9/30/06","-"
"BLBGVAAECM8","4630","10/1/99","9/30/06","-"
"BLBGVABBDS0","4630","10/1/99","9/30/06","-"
"BLBKOH84RS1","2270","10/1/99","9/30/06","-"
"BLBNMOXARS0","3905","10/1/99","9/30/06","-"
"BLBNOKXADS0","4240","10/1/99","9/30/06","-"
"BLBONCXARS0","3971","10/1/99","9/30/06","-"
"BLBTALXADS0","3030","10/1/99","9/30/06","-"
"BLBTOR01DS0","4265","10/1/99","9/30/06","-"
"BLBYNJXJRS1","4077","10/1/99","9/30/06","-"
"BLCHLAXARS1","3730","10/1/99","9/30/06","-"
"BLCHOHXARS0","2270","10/1/99","9/30/06","-"
"BLCKCA11RS3","3175","10/1/99","9/30/06","-"
"BLCKMOXARS0","2020","10/1/99","9/30/06","-"
"BLCKWIXARS0","4660","10/1/99","9/30/06","-"
"BLCLPABLRS0","2060","10/1/99","9/30/06","-"
"BLCNAZMARS1","2210","10/1/99","9/30/06","-"
"BLCNTXXADS0","4540","10/1/99","9/30/06","-"
"BLCRVAAJCM8","3221","10/1/99","9/30/06","-"
"BLCSGAABCM1","3860","10/1/99","9/30/06","-"
"BLCSGAES44C","3860","10/1/99","9/30/06","-"
"BLCSVAXADS0","4622","10/1/99","9/30/06","-"
"BLCTOHXARS1","4200","10/1/99","9/30/06","-"
"BLCVWVXARS0","8304","10/1/99","9/30/06","-"
"BLCYAZXCDS0","2210","10/1/99","9/30/06","-"
"BLCYAZXERS1","2210","10/1/99","9/30/06","-"
"BLCYMORERSB","3900","10/1/99","9/30/06","-"
"BLCYNVXFDS0","4110","10/1/99","9/30/06","-"
"BLCYTNXARS0","4385","10/1/99","9/30/06","-"
"BLCYWIXARS1","4680","10/1/99","9/30/06","-"
"BLDGORXARS0","4250","10/1/99","9/30/06","-"
"BLDLINXADS1","3600","10/1/99","9/30/06","-"
"BLDLMIXIDS0","3805","10/1/99","9/30/06","-"
"BLDLMOGURS1","3900","10/1/99","9/30/06","-"
"BLDLOHXA94A","4190","10/1/99","9/30/06","-"
"BLDLTXXARS0","2040","10/1/99","9/30/06","-"
"BLDNMIMNRSA","3800","10/1/99","9/30/06","-"
"BLDNNEXHRS1","2262","10/1/99","9/30/06","-"
"BLDRCOBCCM3","3200","10/1/99","9/30/06","-"
"BLDRCOGBRS1","3200","10/1/99","9/30/06","-"
"BLDRCOMADS0","3200","10/1/99","9/30/06","-"
"BLDRMTMARS1","3945","10/1/99","9/30/06","-"
"BLDRUTXCRS1","4565","10/1/99","9/30/06","-"
"BLDSKYXARS0","3670","10/1/99","9/30/06","-"
"BLDWFLMARS0","3262","10/1/99","9/30/06","-"
"BLDWIAXODS0","3380","10/1/99","9/30/06","-"
"BLDWILXEDS0","3455","10/1/99","9/30/06","-"
"BLDWKSXADS0","3650","10/1/99","9/30/06","-"
"BLDWLAMARS1","3720","10/1/99","9/30/06","-"
"BLDWMIMNRSA","3800","10/1/99","9/30/06","-"
"BLDWMSMFDS1","3920","10/1/99","9/30/06","-"
"BLDWNCXA877","4015","10/1/99","9/30/06","-"
"BLDWWIXADSA","4670","10/1/99","9/30/06","-"
"BLDYORQACM1","4255","10/1/99","9/30/06","-"
"BLDYORQACM2","4255","10/1/99","9/30/06","-"
"BLENIAXORL0","2262","10/1/99","9/30/06","-"
"BLERMNAC1KD","3855","10/1/99","9/30/06","-"
"BLERMNXB52G","3855","10/1/99","9/30/06","-"
"BLERWIXADS0","4680","10/1/99","9/30/06","-"
"BLEYMOXARS0","8027","10/1/99","9/30/06","-"
"BLFDCT00CG0","3210","10/1/99","9/30/06","-"
"BLFDCTAPCM0","3210","10/1/99","9/30/06","-"
"BLFDIAXODS0","3400","10/1/99","9/30/06","-"
"BLFDIN01RSA","3560","10/1/99","9/30/06","-"
"BLFDKYMADS0","3680","10/1/99","9/30/06","-"
"BLFDMIXGRS0","8475","10/1/99","9/30/06","-"
"BLFDMOLORS4","3900","10/1/99","9/30/06","-"
"BLFDMTXCRS1","3930","10/1/99","9/30/06","-"
"BLFDNDBCRS1","4020","10/1/99","9/30/06","-"
"BLFDNEXHDS0","2262","10/1/99","9/30/06","-"
"BLFDNJAGDSN","4080","10/1/99","9/30/06","-"
"BLFDNJBLDS5","4080","10/1/99","9/30/06","-"
"BLFDVAXADS0","4692","10/1/99","9/30/06","-"
"BLFDWV06Q01","8304","10/1/99","9/30/06","-"
"BLFDWVAL1MD","8304","10/1/99","9/30/06","-"
"BLFDWVXADS0","8304","10/1/99","9/30/06","-"
"BLFFUTXCRS0","4565","10/1/99","9/30/06","-"
"BLFLCA01DS0","3108","10/1/99","9/30/06","-"
"BLFLCAXF86K","3108","10/1/99","9/30/06","-"
"BLFLILXDRS2","3442","10/1/99","9/30/06","-"
"BLFLMOXARS0","8000","10/1/99","9/30/06","-"
"BLFLVTHERS1","4645","10/1/99","9/30/06","-"
"BLFLVTHERS2","4645","10/1/99","9/30/06","-"
"BLFNALMARS0","3030","10/1/99","9/30/06","-"
"BLFNORXXRS0","4250","10/1/99","9/30/06","-"
"BLFRSDCORS1","4370","10/1/99","9/30/06","-"
"BLFRWA01DS0","4658","10/1/99","9/30/06","-"
"BLFRWAQACM1","4658","10/1/99","9/30/06","-"
"BLFSCOMARS1","3190","10/1/99","9/30/06","-"
"BLFSILXCRS0","3510","10/1/99","9/30/06","-"
"BLFSMEWARS1","3780","10/1/99","9/30/06","-"
"BLFSNYBZRS2","2192","10/1/99","9/30/06","-"
"BLFSOH76RS1","2270","10/1/99","9/30/06","-"
"BLFSTNXARS0","2232","10/1/99","9/30/06","-"
"BLFTID01CM1","8352","10/1/99","9/30/06","-"
"BLFTIDMADS0","8352","10/1/99","9/30/06","-"
"BLFTIDQACM1","8105","10/1/99","9/30/06","-"
"BLFTIDQBCM1","8352","10/1/99","9/30/06","-"
"BLFYMTXCDS0","3930","10/1/99","9/30/06","-"
"BLGLFLMADS0","3325","10/1/99","9/30/06","-"
"BLGMWIXARS0","2240","10/1/99","9/30/06","-"
"BLGPTNMARS0","4400","10/1/99","9/30/06","-"
"BLGRCAXF92K","3108","10/1/99","9/30/06","-"
"BLGRGAABAMD","3335","10/1/99","9/30/06","-"
"BLGRMEMARS1","3780","10/1/99","9/30/06","-"
"BLGRMNXBDS0","3870","10/1/99","9/30/06","-"
"BLGRMOXARS0","8165","10/1/99","9/30/06","-"
"BLGRMTMARS1","3930","10/1/99","9/30/06","-"
"BLGVARXARS0","3060","10/1/99","9/30/06","-"
"BLGVTXXARS0","4532","10/1/99","9/30/06","-"
"BLHKSDCERS1","4370","10/1/99","9/30/06","-"
"BLHLMEPLRS1","3780","10/1/99","9/30/06","-"
"BLHMMNXB56G","3870","10/1/99","9/30/06","-"
"BLHMWA012MD","4655","10/1/99","9/30/06","-"
"BLHMWA01DS0","4655","10/1/99","9/30/06","-"
"BLHMWALURS0","4655","10/1/99","9/30/06","-"
"BLHMWANVCM1","4655","10/1/99","9/30/06","-"
"BLHNNCXARS0","4001","10/1/99","9/30/06","-"
"BLHNOHXBRS0","1070","10/1/99","9/30/06","-"
"BLHRWIXARS0","4660","10/1/99","9/30/06","-"
"BLINPAXBRS1","4275","10/1/99","9/30/06","-"
"BLISILBIDS0","1010","10/1/99","9/30/06","-"
"BLISRIOTRS1","4320","10/1/99","9/30/06","-"
"BLJKOKXADS0","4240","10/1/99","9/30/06","-"
"BLJTWIXADS0","4660","10/1/99","9/30/06","-"
"BLKDMNXBDS0","4030","10/1/99","9/30/06","-"
"BLKIWAXXRS0","4655","10/1/99","9/30/06","-"
"BLKLGAXADS0","3330","10/1/99","9/30/06","-"
"BLKLGAXADS1","3330","10/1/99","9/30/06","-"
"BLKNARXADS0","3060","10/1/99","9/30/06","-"
"BLKRAKZAH01","2220","10/1/99","9/30/06","-"
"BLLEMOXARS0","8165","10/1/99","9/30/06","-"
"BLLEWVRVRS1","8304","10/1/99","9/30/06","-"
"BLLFOHBCCM1","4200","10/1/99","9/30/06","-"
"BLLFOHBD1MD","4200","10/1/99","9/30/06","-"
"BLLFOHXA59E","4200","10/1/99","9/30/06","-"
"BLLFPAAGCM1","8014","10/1/99","9/30/06","-"
"BLLFPABEDS0","8014","10/1/99","9/30/06","-"
"BLLFPABRCM1","8014","10/1/99","9/30/06","-"
"BLLKCA11RS1","3170","10/1/99","9/30/06","-"
"BLLKWIXARS0","4670","10/1/99","9/30/06","-"
"BLLNNYBGRS0","4130","10/1/99","9/30/06","-"
"BLLNWIXARS0","2240","10/1/99","9/30/06","-"
"BLLPIA01DS1","3370","10/1/99","9/30/06","-"
"BLLPIAXODS0","3370","10/1/99","9/30/06","-"
"BLLPKSXADS0","3660","10/1/99","9/30/06","-"
"BLLPMNXADS0","2252","10/1/99","9/30/06","-"
"BLLRMIXGDS0","3800","10/1/99","9/30/06","-"
"BLLROH67RS1","4190","10/1/99","9/30/06","-"
"BLLRVAXARS0","4630","10/1/99","9/30/06","-"
"BLLSTNMARS0","4410","10/1/99","9/30/06","-"
"BLLVIAXODS0","3380","10/1/99","9/30/06","-"
"BLLVMIMNRSA","3805","10/1/99","9/30/06","-"
"BLLVNEBLDS0","2262","10/1/99","9/30/06","-"
"BLLVOHBHCM0","4210","10/1/99","9/30/06","-"
"BLLVOHXARS0","1070","10/1/99","9/30/06","-"
"BLLVPABE0MD","2060","10/1/99","9/30/06","-"
"BLLVPABEDS0","2060","10/1/99","9/30/06","-"
"BLLVTXFRRS0","4560","10/1/99","9/30/06","-"
"BLLVWA08DS0","2220","10/1/99","9/30/06","-"
"BLLVWAGLDS0","2220","10/1/99","9/30/06","-"
"BLLVWAGLRS3","2220","10/1/99","9/30/06","-"
"BLLVWANBQ00","2220","10/1/99","9/30/06","-"
"BLLVWAOBCM1","2220","10/1/99","9/30/06","-"
"BLLVWASH4MD","2220","10/1/99","9/30/06","-"
"BLLVWASHDS0","2220","10/1/99","9/30/06","-"
"BLLVWASHRS0","2220","10/1/99","9/30/06","-"
"BLLYPAXBRS0","4300","10/1/99","9/30/06","-"
"BLMDIAAERS0","3400","10/1/99","9/30/06","-"
"BLMDIAXODS0","3400","10/1/99","9/30/06","-"
"BLMDNJXHDS1","4077","10/1/99","9/30/06","-"
"BLMNILXCRS0","3532","10/1/99","9/30/06","-"
"BLMNKSXARS0","2020","10/1/99","9/30/06","-"
"BLMRIN01RSC","3600","10/1/99","9/30/06","-"
"BLMROHXARS1","1070","10/1/99","9/30/06","-"
"BLMRTXXARS0","4530","10/1/99","9/30/06","-"
"BLMRWIXADS0","4670","10/1/99","9/30/06","-"
"BLMSAZXFRS0","2210","10/1/99","9/30/06","-"
"BLMTMALEDS0","3740","10/1/99","9/30/06","-"
"BLMTMOXACM0","3905","10/1/99","9/30/06","-"
"BLMTMSMADS1","3920","10/1/99","9/30/06","-"
"BLMTNCCERS0","3962","10/1/99","9/30/06","-"
"BLMTNHMARS1","4060","10/1/99","9/30/06","-"
"BLMTNYBMRS2","2192","10/1/99","9/30/06","-"
"BLMTVABMRSM","8211","10/1/99","9/30/06","-"
"BLMTWIXARS0","4680","10/1/99","9/30/06","-"
"BLMTWVXARS0","8304","10/1/99","9/30/06","-"
"BLNCCOXCDS0","3190","10/1/99","9/30/06","-"
"BLNCLAMARS1","3730","10/1/99","9/30/06","-"
"BLNCMIXIDS0","3830","10/1/99","9/30/06","-"
"BLNCOKXARS0","4230","10/1/99","9/30/06","-"
"BLNCTNMTRS5","2232","10/1/99","9/30/06","-"
"BLNCTXXADS0","2080","10/1/99","9/30/06","-"
"BLNDMAGLRS1","2200","10/1/99","9/30/06","-"
"BLNDMOXARS0","8000","10/1/99","9/30/06","-"
"BLNDVA01DS0","8330","10/1/99","9/30/06","-"
"BLNDVAXARS0","8330","10/1/99","9/30/06","-"
"BLNGMOMYRS0","8027","10/1/99","9/30/06","-"
"BLNGMT18CM1","3930","10/1/99","9/30/06","-"
"BLNGMT18DS0","3930","10/1/99","9/30/06","-"
"BLNGMT19CM1","3930","10/1/99","9/30/06","-"
"BLNGMT20DS0","3930","10/1/99","9/30/06","-"
"BLNGMT20DS1","3930","10/1/99","9/30/06","-"
"BLNGMT301MD","3930","10/1/99","9/30/06","-"
"BLNGMT302MD","3930","10/1/99","9/30/06","-"
"BLNGMT30RS0","3930","10/1/99","9/30/06","-"
"BLNGMTASDS0","3930","10/1/99","9/30/06","-"
"BLNGMTMADS1","3930","10/1/99","9/30/06","-"
"BLNGMTMAFMD","3930","10/1/99","9/30/06","-"
"BLNGMTWEDS0","3930","10/1/99","9/30/06","-"
"BLNGOH35RS1","1070","10/1/99","9/30/06","-"
"BLNGOKMARS1","4230","10/1/99","9/30/06","-"
"BLNGTXXADS0","2080","10/1/99","9/30/06","-"
"BLNGUTXCDS0","4565","10/1/99","9/30/06","-"
"BLNGUTXERL0","4565","10/1/99","9/30/06","-"
"BLNHSCMARS1","4350","10/1/99","9/30/06","-"
"BLNKTXXARS0","8091","10/1/99","9/30/06","-"
"BLNTSDXA962","4370","10/1/99","9/30/06","-"
"BLNVILXDRS0","8205","10/1/99","9/30/06","-"
"BLOKMIXIRS1","3810","10/1/99","9/30/06","-"
"BLPKCAXF33K","3105","10/1/99","9/30/06","-"
"BLPLTNXARS0","4400","10/1/99","9/30/06","-"
"BLPRILXERS0","3467","10/1/99","9/30/06","-"
"BLPRKSXARS0","3660","10/1/99","9/30/06","-"
"BLPRMNXBDS0","3855","10/1/99","9/30/06","-"
"BLPROH42RS1","4168","10/1/99","9/30/06","-"
"BLRCMAANDS0","3747","10/1/99","9/30/06","-"
"BLRCMAGFCM1","3747","10/1/99","9/30/06","-"
"BLRDTXXADS0","4532","10/1/99","9/30/06","-"
"BLRGAZXCDS0","2210","10/1/99","9/30/06","-"
"BLRGGAXADS0","3335","10/1/99","9/30/06","-"
"BLRGGAXARS1","3335","10/1/99","9/30/06","-"
"BLRGMOXACM0","3905","10/1/99","9/30/06","-"
"BLRGSCMARS1","4365","10/1/99","9/30/06","-"
"BLRGTXXARS0","4532","10/1/99","9/30/06","-"
"BLRKARMARS2","3060","10/1/99","9/30/06","-"
"BLRKNCCERS0","3962","10/1/99","9/30/06","-"
"BLRSCA12RS1","1190","10/1/99","9/30/06","-"
"BLRSPAXBRS1","3795","10/1/99","9/30/06","-"
"BLRSVA03CM0","4600","10/1/99","9/30/06","-"
"BLRVILXERS0","3467","10/1/99","9/30/06","-"
"BLRVNYBCDS0","2280","10/1/99","9/30/06","-"
"BLRVOR53DS0","4250","10/1/99","9/30/06","-"
"BLRVWIXADS0","8007","10/1/99","9/30/06","-"
"BLSHARXARS1","3060","10/1/99","9/30/06","-"
"BLSMTXXADS0","4532","10/1/99","9/30/06","-"
"BLSNTXBNDS0","4485","10/1/99","9/30/06","-"
"BLSPKYMADS1","3690","10/1/99","9/30/06","-"
"BLSPMOCADS0","2020","10/1/99","9/30/06","-"
"BLSSIDMARS1","8352","10/1/99","9/30/06","-"
"BLSSNYBSDS0","2192","10/1/99","9/30/06","-"
"BLSVTXXARS0","4532","10/1/99","9/30/06","-"
"BLTCCT00RS0","3218","10/1/99","9/30/06","-"
"BLTCOHXARS0","2050","10/1/99","9/30/06","-"
"BLTCSDXADS0","4370","10/1/99","9/30/06","-"
"BLTMMD60CM7","3750","10/1/99","9/30/06","-"
"BLTMMD60CM9","3750","10/1/99","9/30/06","-"
"BLTMMD74CM1","3750","10/1/99","9/30/06","-"
"BLTMMD91DS0","3750","10/1/99","9/30/06","-"
"BLTMMDAFCM1","3750","10/1/99","9/30/06","-"
"BLTMMDAFDS0","3750","10/1/99","9/30/06","-"
"BLTMMDAMH05","3750","10/1/99","9/30/06","-"
"BLTMMDCDDS0","3750","10/1/99","9/30/06","-"
"BLTMMDCDDS1","3750","10/1/99","9/30/06","-"
"BLTMMDCH06T","3750","10/1/99","9/30/06","-"
"BLTMMDCH13T","3750","10/1/99","9/30/06","-"
"BLTMMDCH1DD","3750","10/1/99","9/30/06","-"
"BLTMMDCHCM1","3750","10/1/99","9/30/06","-"
"BLTMMDCHDS2","3750","10/1/99","9/30/06","-"
"BLTMMDCHDS3","3750","10/1/99","9/30/06","-"
"BLTMMDCHDS6","3750","10/1/99","9/30/06","-"
"BLTMMDCHDS7","3750","10/1/99","9/30/06","-"
"BLTMMDCHW29","3750","10/1/99","9/30/06","-"
"BLTMMDCHXEX","3750","10/1/99","9/30/06","-"
"BLTMMDCHXHY","3750","10/1/99","9/30/06","-"
"BLTMMDCHXMX","3750","10/1/99","9/30/06","-"
"BLTMMDCHXNX","3750","10/1/99","9/30/06","-"
"BLTMMDDN4MD","3750","10/1/99","9/30/06","-"
"BLTMMDDNDS0","3750","10/1/99","9/30/06","-"
"BLTMMDDT4TD","3750","10/1/99","9/30/06","-"
"BLTMMDEDCG0","3750","10/1/99","9/30/06","-"
"BLTMMDFMDS0","3750","10/1/99","9/30/06","-"
"BLTMMDFRDS0","3750","10/1/99","9/30/06","-"
"BLTMMDHMDS0","3750","10/1/99","9/30/06","-"
"BLTMMDKMRS0","3750","10/1/99","9/30/06","-"
"BLTMMDLBDS0","3750","10/1/99","9/30/06","-"
"BLTMMDLMDS0","3750","10/1/99","9/30/06","-"
"BLTMMDMD6WD","3750","10/1/99","9/30/06","-"
"BLTMMDMDDS0","3750","10/1/99","9/30/06","-"
"BLTMMDMNCM1","3750","10/1/99","9/30/06","-"
"BLTMMDMSRS0","3750","10/1/99","9/30/06","-"
"BLTMMDSNBBI","3750","10/1/99","9/30/06","-"
"BLTMMDSNDS0","3750","10/1/99","9/30/06","-"
"BLTMMDSNDS1","3750","10/1/99","9/30/06","-"
"BLTMMDSNDS2","3221","10/1/99","9/30/06","-"
"BLTMMDSNDS2","3750","10/1/99","9/30/06","-"
"BLTMMDUVDS0","3750","10/1/99","9/30/06","-"
"BLTMMDWLCG0","3750","10/1/99","9/30/06","-"
