Sheet = "8102-PART1.pdf"
-------------
"SWCLLI","POPID","BEGDATE","ENDDATE","REPLDATE"
"CMVRAZMARS1","2210","10/1/99","9/30/06","-"
"CMVRAZRRRS1","2210","10/1/99","9/30/06","-"
"CMVYORXADS0","4250","10/1/99","9/30/06","-"
"CMWDTXXADS0","4540","10/1/99","9/30/06","-"
"CNANCT00RS0","3217","10/1/99","9/30/06","-"
"CNBGOHXARS2","4200","10/1/99","9/30/06","-"
"CNBGPACADS0","2060","10/1/99","9/30/06","-"
"CNBHOR64DS0","4262","10/1/99","9/30/06","-"
"CNBLIAMWRS3","2262","10/1/99","9/30/06","-"
"CNBLIAWACG0","2262","10/1/99","9/30/06","-"
"CNBLIAWARSA","2262","10/1/99","9/30/06","-"
"CNBNNHXADS0","4060","10/1/99","9/30/06","-"
"CNBRNYCDRS0","4130","10/1/99","9/30/06","-"
"CNBYMNXCDS0","3855","10/1/99","9/30/06","-"
"CNBYORXADS0","4262","10/1/99","9/30/06","-"
"CNCKCAXFRS1","3110","10/1/99","9/30/06","-"
"CNCKMTXCRS1","3945","10/1/99","9/30/06","-"
"CNCLAKXADS1","2220","10/1/99","9/30/06","-"
"CNCLIDXCRS1","8352","10/1/99","9/30/06","-"
"CNCNIAXORS6","3400","10/1/99","9/30/06","-"
"CNCNNYXARS0","4140","10/1/99","9/30/06","-"
"CNCNOHAFDS0","4170","10/1/99","9/30/06","-"
"CNCNOHAM1MD","4170","10/1/99","9/30/06","-"
"CNCNOHAVDS1","4170","10/1/99","9/30/06","-"
"CNCNOHBVDS0","4170","10/1/99","9/30/06","-"
"CNCNOHCDDS1","4170","10/1/99","9/30/06","-"
"CNCNOHCWDS0","4170","10/1/99","9/30/06","-"
"CNCNOHFBCM0","4170","10/1/99","9/30/06","-"
"CNCNOHFBDS0","4170","10/1/99","9/30/06","-"
"CNCNOHFBDS1","4170","10/1/99","9/30/06","-"
"CNCNOHFHDS0","4170","10/1/99","9/30/06","-"
"CNCNOHHPDS0","4170","10/1/99","9/30/06","-"
"CNCNOHHWRS0","4215","10/1/99","9/30/06","-"
"CNCNOHKJ1MD","4170","10/1/99","9/30/06","-"
"CNCNOHMARS0","4215","10/1/99","9/30/06","-"
"CNCNOHMWDS0","4170","10/1/99","9/30/06","-"
"CNCNOHNSDS0","4170","10/1/99","9/30/06","-"
"CNCNOHPHRS0","4170","10/1/99","9/30/06","-"
"CNCNOHSM1MD","4170","10/1/99","9/30/06","-"
"CNCNOHSM4MD","4170","10/1/99","9/30/06","-"
"CNCNOHSPDS0","4170","10/1/99","9/30/06","-"
"CNCNOHWDDS0","4170","10/1/99","9/30/06","-"
"CNCNOHWS05T","4170","10/1/99","9/30/06","-"
"CNCNOHWSDS2","4170","10/1/99","9/30/06","-"
"CNCNOHWSDS3","4170","10/1/99","9/30/06","-"
"CNCNOHWSDS7","4170","10/1/99","9/30/06","-"
"CNCOOHFFDS0","4170","10/1/99","9/30/06","-"
"CNCOOHFPDS1","4170","10/1/99","9/30/06","-"
"CNCPTXXARS0","4480","10/1/99","9/30/06","-"
"CNCRARMARS2","3060","10/1/99","9/30/06","-"
"CNCRCA01DS0","3125","10/1/99","9/30/06","-"
"CNCRCA01RS1","3125","10/1/99","9/30/06","-"
"CNCRGAMA49C","3335","10/1/99","9/30/06","-"
"CNCRILXCRS0","3510","10/1/99","9/30/06","-"
"CNCRKSBRDS0","3650","10/1/99","9/30/06","-"
"CNCRMAWADS0","3745","10/1/99","9/30/06","-"
"CNCRMIXJDS0","3810","10/1/99","9/30/06","-"
"CNCRMOXADS0","2020","10/1/99","9/30/06","-"
"CNCRNCAOCM1","3962","10/1/99","9/30/06","-"
"CNCRNCCMRS0","3962","10/1/99","9/30/06","-"
"CNCRNCXA78F","3962","10/1/99","9/30/06","-"
"CNCRNCXA78G","3962","10/1/99","9/30/06","-"
"CNCRNCXAH02","3962","10/1/99","9/30/06","-"
"CNCRNH03RS0","4060","10/1/99","9/30/06","-"
"CNCRNHSODS1","4060","10/1/99","9/30/06","-"
"CNCRTNXADS2","4400","10/1/99","9/30/06","-"
"CNCRTNXBCM1","4400","10/1/99","9/30/06","-"
"CNCRVACNRSM","4600","10/1/99","9/30/06","-"
"CNCRVTMARS1","4645","10/1/99","9/30/06","-"
"CNCRWAXXDS0","4655","10/1/99","9/30/06","-"
"CNCTVACTRSM","4616","10/1/99","9/30/06","-"
"CNCYCOMARS1","3200","10/1/99","9/30/06","-"
"CNCYIAXODS0","3370","10/1/99","9/30/06","-"
"CNCYKYMADS0","3690","10/1/99","9/30/06","-"
"CNCYNENWRS1","4040","10/1/99","9/30/06","-"
"CNCYPAXCRS0","8014","10/1/99","9/30/06","-"
"CNDLNYCLRS0","8156","10/1/99","9/30/06","-"
"CNDMNMXCDS0","4125","10/1/99","9/30/06","-"
"CNDNMTXCRS1","3945","10/1/99","9/30/06","-"
"CNDNOKXADS0","4240","10/1/99","9/30/06","-"
"CNDNORXBDS1","4262","10/1/99","9/30/06","-"
"CNDNTXCDRS0","4430","10/1/99","9/30/06","-"
"CNDRNCXARS0","4015","10/1/99","9/30/06","-"
"CNDRNYXADS0","4140","10/1/99","9/30/06","-"
"CNFDOH0253A","4220","10/1/99","9/30/06","-"
"CNFLMNXCDS0","3855","10/1/99","9/30/06","-"
"CNFLOH0185A","2050","10/1/99","9/30/06","-"
"CNFLPAXCRS0","8014","10/1/99","9/30/06","-"
"CNFRNJCRDS5","4080","10/1/99","9/30/06","-"
"CNFYMT02RS1","3945","10/1/99","9/30/06","-"
"CNGJPRIVRS1","4311","10/1/99","9/30/06","-"
"CNGRMNXCRS2","3855","10/1/99","9/30/06","-"
"CNGRNYCNDS0","4165","10/1/99","9/30/06","-"
"CNGROHXARS0","1070","10/1/99","9/30/06","-"
"CNGVKSAC1MD","3660","10/1/99","9/30/06","-"
"CNGVKSXADS0","3660","10/1/99","9/30/06","-"
"CNHLOKXARS1","4240","10/1/99","9/30/06","-"
"CNHMKSXADS0","3660","10/1/99","9/30/06","-"
"CNHMKYXARS0","3690","10/1/99","9/30/06","-"
"CNHMTNMARS5","2232","10/1/99","9/30/06","-"
"CNHRNHPLRS1","4060","10/1/99","9/30/06","-"
"CNISNYBQ1MD","2117","10/1/99","9/30/06","-"
"CNJCNCBACM1","4001","10/1/99","9/30/06","-"
"CNJCNCXA453","4001","10/1/99","9/30/06","-"
"CNJHNYXADS0","4130","10/1/99","9/30/06","-"
"CNJLNMXCRS1","4125","10/1/99","9/30/06","-"
"CNJTIAXODS0","3370","10/1/99","9/30/06","-"
"CNJTMOXADS0","2020","10/1/99","9/30/06","-"
"CNKLMIXGRS0","3800","10/1/99","9/30/06","-"
"CNLKMIXGRS0","3800","10/1/99","9/30/06","-"
"CNLKMNXBRL0","8076","10/1/99","9/30/06","-"
"CNLKPAXCRS0","4280","10/1/99","9/30/06","-"
"CNLNMIMNDS0","2330","10/1/99","9/30/06","-"
"CNLNTXXADS0","4520","10/1/99","9/30/06","-"
"CNLVPACODS0","2060","10/1/99","9/30/06","-"
"CNMNNJRTDS5","2120","10/1/99","9/30/06","-"
"CNMRKYXARS0","3690","10/1/99","9/30/06","-"
"CNNLWAXADS0","4657","10/1/99","9/30/06","-"
"CNNTOHXA59C","4180","10/1/99","9/30/06","-"
"CNNTOHXB594","4180","10/1/99","9/30/06","-"
"CNOSNHFORS1","4060","10/1/99","9/30/06","-"
"CNPAWIXARS1","4670","10/1/99","9/30/06","-"
"CNPKCA01DS0","3187","10/1/99","9/30/06","-"
"CNPKCA01DS1","3187","10/1/99","9/30/06","-"
"CNPKCA01RS0","3187","10/1/99","9/30/06","-"
"CNPNIACORS8","3370","10/1/99","9/30/06","-"
"CNPNOR29DS0","4255","10/1/99","9/30/06","-"
"CNPNPACERS0","4300","10/1/99","9/30/06","-"
"CNPNTXXADS0","4540","10/1/99","9/30/06","-"
"CNQNPAXCRS0","2060","10/1/99","9/30/06","-"
"CNRDIAALRS4","3400","10/1/99","9/30/06","-"
"CNRDIAXODS0","3400","10/1/99","9/30/06","-"
"CNRDMTMARS1","3945","10/1/99","9/30/06","-"
"CNRDMTQACM1","3945","10/1/99","9/30/06","-"
"CNRDMTSIHAA","3945","10/1/99","9/30/06","-"
"CNRGARMARS2","3060","10/1/99","9/30/06","-"
"CNRPIA01RS0","2262","10/1/99","9/30/06","-"
"CNRPIAXODS0","2262","10/1/99","9/30/06","-"
"CNRPMNNDDS0","2252","10/1/99","9/30/06","-"
"CNRPMNNDRL0","2252","10/1/99","9/30/06","-"
"CNRYIAXORS0","3370","10/1/99","9/30/06","-"
"CNSDFLXA79H","3322","10/1/99","9/30/06","-"
"CNSHPACN1MD","4300","10/1/99","9/30/06","-"
"CNSHPACNDS0","4300","10/1/99","9/30/06","-"
"CNSHPACNRS0","4300","10/1/99","9/30/06","-"
"CNSPKSXADS0","3660","10/1/99","9/30/06","-"
"CNSQNYXARS0","2280","10/1/99","9/30/06","-"
"CNSRNYCXRS1","4140","10/1/99","9/30/06","-"
"CNSTLAXADS0","3730","10/1/99","9/30/06","-"
"CNSTMIXGRS0","3805","10/1/99","9/30/06","-"
"CNSTNYZADS0","2280","10/1/99","9/30/06","-"
"CNSTSDXARS1","4370","10/1/99","9/30/06","-"
"CNSVIAXORS7","3380","10/1/99","9/30/06","-"
"CNSVOH82RS1","4191","10/1/99","9/30/06","-"
"CNSWNHSLRS1","4060","10/1/99","9/30/06","-"
"CNTBOHXARS1","4190","10/1/99","9/30/06","-"
"CNTCNHXADS0","4060","10/1/99","9/30/06","-"
"CNTLAKXADS1","2220","10/1/99","9/30/06","-"
"CNTLOHXADS0","1070","10/1/99","9/30/06","-"
"CNTLTXMARS0","4502","10/1/99","9/30/06","-"
"CNTMFLLEDS1","8036","10/1/99","9/30/06","-"
"CNTMOH43DS1","2270","10/1/99","9/30/06","-"
"CNTNCT00RS0","3210","10/1/99","9/30/06","-"
"CNTNGAXADS0","3335","10/1/99","9/30/06","-"
"CNTNGAXADS1","3335","10/1/99","9/30/06","-"
"CNTNGAXBRS0","3335","10/1/99","9/30/06","-"
"CNTNILAHCM0","3500","10/1/99","9/30/06","-"
"CNTNILCNDS0","3500","10/1/99","9/30/06","-"
"CNTNKSSMRS0","3660","10/1/99","9/30/06","-"
"CNTNKYMADS0","3690","10/1/99","9/30/06","-"
"CNTNLAXARS1","3720","10/1/99","9/30/06","-"
"CNTNMAWADS0","3741","10/1/99","9/30/06","-"
"CNTNMEXADS0","3780","10/1/99","9/30/06","-"
"CNTNMNXC745","3855","10/1/99","9/30/06","-"
"CNTNMNXCDS0","3855","10/1/99","9/30/06","-"
"CNTNMOXADS0","8000","10/1/99","9/30/06","-"
"CNTNMSMADS0","3920","10/1/99","9/30/06","-"
"CNTNNCMA64F","3950","10/1/99","9/30/06","-"
"CNTNNYZORS0","2280","10/1/99","9/30/06","-"
"CNTNOH45DS1","2050","10/1/99","9/30/06","-"
"CNTNOKXARS0","4230","10/1/99","9/30/06","-"
"CNTNPAXCDS0","4310","10/1/99","9/30/06","-"
"CNTNRIPHDS1","4320","10/1/99","9/30/06","-"
"CNTNSDCORS1","4370","10/1/99","9/30/06","-"
"CNTNTXXADS0","4532","10/1/99","9/30/06","-"
"CNTNWIXADS0","4670","10/1/99","9/30/06","-"
"CNTRALXEDS1","3000","10/1/99","9/30/06","-"
"CNTRARXADS0","8260","10/1/99","9/30/06","-"
"CNTRCOXCDS0","3190","10/1/99","9/30/06","-"
"CNTRIAXORS3","8523","10/1/99","9/30/06","-"
"CNTRILCTRS0","3532","10/1/99","9/30/06","-"
"CNTRKSXARS0","3650","10/1/99","9/30/06","-"
"CNTRKYXARS0","3690","10/1/99","9/30/06","-"
"CNTRMOAMRS1","3900","10/1/99","9/30/06","-"
"CNTRNDXADS0","4020","10/1/99","9/30/06","-"
"CNTRNEXHRS1","2262","10/1/99","9/30/06","-"
"CNTRNHSHRS1","4060","10/1/99","9/30/06","-"
"CNTRSDXADS1","4370","10/1/99","9/30/06","-"
"CNTRTXCNDS0","2080","10/1/99","9/30/06","-"
"CNTRWAXXRS0","4655","10/1/99","9/30/06","-"
"CNTTNYCIRS1","2280","10/1/99","9/30/06","-"
"CNTVPAXCRS0","4280","10/1/99","9/30/06","-"
"CNTWAKXADS1","2220","10/1/99","9/30/06","-"
"CNTWKYMADS1","3690","10/1/99","9/30/06","-"
"CNTWMOXARS0","3880","10/1/99","9/30/06","-"
"CNTWTNXARS0","2232","10/1/99","9/30/06","-"
"CNTYCT00RS1","3210","10/1/99","9/30/06","-"
"CNTYRISTRS1","4320","10/1/99","9/30/06","-"
"CNVIALMARS0","3000","10/1/99","9/30/06","-"
"CNVIMIXHRS0","3805","10/1/99","9/30/06","-"
"CNVIMSMADS1","3920","10/1/99","9/30/06","-"
"CNVIVACTDS0","3221","10/1/99","9/30/06","-"
"CNVLARXARS1","3060","10/1/99","9/30/06","-"
"CNVLGAXARS1","3350","10/1/99","9/30/06","-"
"CNVLIAXORS4","3400","10/1/99","9/30/06","-"
"CNVLINXARS0","8275","10/1/99","9/30/06","-"
"CNVLLAMARS1","3720","10/1/99","9/30/06","-"
"CNVLMDCTRS0","3770","10/1/99","9/30/06","-"
"CNVLMOXARS0","8000","10/1/99","9/30/06","-"
"CNVLOKXARS1","4230","10/1/99","9/30/06","-"
"CNVLORXADS0","4255","10/1/99","9/30/06","-"
"CNVLSDXARS1","4370","10/1/99","9/30/06","-"
"CNVLTNMARS0","2232","10/1/99","9/30/06","-"
"CNVLTXXADS0","4532","10/1/99","9/30/06","-"
"CNVLWIXARS0","8007","10/1/99","9/30/06","-"
"CNVNLAMADS0","3710","10/1/99","9/30/06","-"
"CNVNPRURRS1","4311","10/1/99","9/30/06","-"
"CNVRIN01RSA","3590","10/1/99","9/30/06","-"
"CNVRLAMADS0","3730","10/1/99","9/30/06","-"
"CNVWMOXARS0","3905","10/1/99","9/30/06","-"
"CNVYCA11RS0","3145","10/1/99","9/30/06","-"
"CNVYOHXARS0","4200","10/1/99","9/30/06","-"
"CNVYWVXARS0","8304","10/1/99","9/30/06","-"
"CNWDTNXARS0","2232","10/1/99","9/30/06","-"
"CNWIOH83DS1","4190","10/1/99","9/30/06","-"
"CNWYAR06RS0","3060","10/1/99","9/30/06","-"
"CNWYARMADS0","3060","10/1/99","9/30/06","-"
"CNWYARMARS1","3060","10/1/99","9/30/06","-"
"CNWYARMYRS1","3060","10/1/99","9/30/06","-"
"CNWYKSXARS0","3660","10/1/99","9/30/06","-"
"CNWYMASHRS1","2200","10/1/99","9/30/06","-"
"CNWYMOXADS0","8027","10/1/99","9/30/06","-"
"CNWYNCXARS0","4001","10/1/99","9/30/06","-"
"CNWYNHYARS1","4060","10/1/99","9/30/06","-"
"CNWYSC01RS0","4350","10/1/99","9/30/06","-"
"CNWYSC10Q01","4350","10/1/99","9/30/06","-"
"CNWYSCXA24E","8484","10/1/99","9/30/06","-"
"CNWYSCXAH30","8484","10/1/99","9/30/06","-"
"CNWYSCXB397","8484","10/1/99","9/30/06","-"
"CNWYSCXE347","8484","10/1/99","9/30/06","-"
"CNWYSCXMRS0","8484","10/1/99","9/30/06","-"
"CNWYWAXXRS1","4655","10/1/99","9/30/06","-"
"CNYNPAXCRS0","4310","10/1/99","9/30/06","-"
"CNYNTXCYDS0","4430","10/1/99","9/30/06","-"
"CNYRGAMA48F","3335","10/1/99","9/30/06","-"
"COAHTXXARS0","4530","10/1/99","9/30/06","-"
"COALMOXARS0","3905","10/1/99","9/30/06","-"
"COBBWIXARS0","4680","10/1/99","9/30/06","-"
"COBNCOXCRS1","3200","10/1/99","9/30/06","-"
"COBNVACBRS0","4630","10/1/99","9/30/06","-"
"COCOFLMADS0","8032","10/1/99","9/30/06","-"
"COCOFLMEDS0","8032","10/1/99","9/30/06","-"
"COCYFL10DS1","3235","10/1/99","9/30/06","-"
"COCYFL13AMD","3272","10/1/99","9/30/06","-"
"CODLCA11RS0","3170","10/1/99","9/30/06","-"
"CODLINXADS0","3590","10/1/99","9/30/06","-"
"CODLOHXARS1","4200","10/1/99","9/30/06","-"
"CODLORXARS0","4265","10/1/99","9/30/06","-"
"CODYKYXADS0","3670","10/1/99","9/30/06","-"
"CODYNERDRS1","2262","10/1/99","9/30/06","-"
"CODYWY03CM1","2030","10/1/99","9/30/06","-"
"CODYWY04CM1","2030","10/1/99","9/30/06","-"
"CODYWYBI00A","2030","10/1/99","9/30/06","-"
"CODYWYMADS0","2030","10/1/99","9/30/06","-"
"COFNILXCRS0","3480","10/1/99","9/30/06","-"
"COGRWAXXRS0","4262","10/1/99","9/30/06","-"
"COHRNCXA567","3971","10/1/99","9/30/06","-"
"COINIAXODS0","2262","10/1/99","9/30/06","-"
"COKTMNXCRS0","2252","10/1/99","9/30/06","-"
"COLACA01DS0","3097","10/1/99","9/30/06","-"
"COLBWA01DS1","2220","10/1/99","9/30/06","-"
"COLMNCXARS0","3962","10/1/99","9/30/06","-"
"COLMWIXARS1","4660","10/1/99","9/30/06","-"
"COLNMIXGRS0","3805","10/1/99","9/30/06","-"
"COLNNEXLRS0","4050","10/1/99","9/30/06","-"
"COLNNYEJDS0","4130","10/1/99","9/30/06","-"
"COLOIAXODS0","3400","10/1/99","9/30/06","-"
"COLSCAXFDS0","3140","10/1/99","9/30/06","-"
"COLSILXCRS0","8205","10/1/99","9/30/06","-"
"COLTILXARS0","3540","10/1/99","9/30/06","-"
"COMOMSMADS1","3920","10/1/99","9/30/06","-"
"COMOPRURRS1","4311","10/1/99","9/30/06","-"
"COMOTXXADS0","4532","10/1/99","9/30/06","-"
"COMRGAXARS1","3335","10/1/99","9/30/06","-"
"CONDSDXA38G","4370","10/1/99","9/30/06","-"
"CONETXXARS0","4520","10/1/99","9/30/06","-"
"CONRTXAB0MD","2080","10/1/99","9/30/06","-"
"CONRTXBK1MD","2080","10/1/99","9/30/06","-"
"CONRTXBK2MD","2080","10/1/99","9/30/06","-"
"CONRTXXA2MD","2080","10/1/99","9/30/06","-"
"CONRTXXADS0","2080","10/1/99","9/30/06","-"
"CONYOHXA45A","4210","10/1/99","9/30/06","-"
"COOKMNCORS6","8076","10/1/99","9/30/06","-"
"COOKNEXLRS0","4050","10/1/99","9/30/06","-"
"COOLOHXADS0","4168","10/1/99","9/30/06","-"
"COPECOXCRS1","3200","10/1/99","9/30/06","-"
"COPKNYXARS0","4130","10/1/99","9/30/06","-"
"COPNOKMARS1","4240","10/1/99","9/30/06","-"
"COPRTXXARS1","4532","10/1/99","9/30/06","-"
"CORDCA12DS0","3170","10/1/99","9/30/06","-"
"CORDGAMA27C","3330","10/1/99","9/30/06","-"
"COREWVXA878","8304","10/1/99","9/30/06","-"
"COREWVXA879","8304","10/1/99","9/30/06","-"
"CORFNYXADS2","2192","10/1/99","9/30/06","-"
"CORNCA11DS0","2300","10/1/99","9/30/06","-"
"CORNCA11RS0","2300","10/1/99","9/30/06","-"
"CORNMEXADS0","3780","10/1/99","9/30/06","-"
"CORNNMXCDS0","4125","10/1/99","9/30/06","-"
"CORNOKXADS0","4230","10/1/99","9/30/06","-"
"CORYINXARL0","3630","10/1/99","9/30/06","-"
"COSTTXXADS0","4540","10/1/99","9/30/06","-"
"COTNCA11DS0","2300","10/1/99","9/30/06","-"
"COTNCA11RS0","2300","10/1/99","9/30/06","-"
"COTNKYMADS0","3690","10/1/99","9/30/06","-"
"COTNMDCRDS0","3750","10/1/99","9/30/06","-"
"COTNNEXHDS1","2262","10/1/99","9/30/06","-"
"COTNNY56RS0","2280","10/1/99","9/30/06","-"
"COTNORXADS0","4262","10/1/99","9/30/06","-"
"COTNSDXARS1","4370","10/1/99","9/30/06","-"
"COTSKSXARS0","3660","10/1/99","9/30/06","-"
"COVEARXARS0","3060","10/1/99","9/30/06","-"
"COVEORXXRS1","4262","10/1/99","9/30/06","-"
"COVLALXARS0","3000","10/1/99","9/30/06","-"
"COVLILCQ0MD","3900","10/1/99","9/30/06","-"
"COVLILCQ50T","3900","10/1/99","9/30/06","-"
"COVLILCQDS0","3900","10/1/99","9/30/06","-"
"COVLILCQH03","3900","10/1/99","9/30/06","-"
"COVLINXARS0","8467","10/1/99","9/30/06","-"
"COVLMSSURS1","3920","10/1/99","9/30/06","-"
"COVLOKMARS1","4240","10/1/99","9/30/06","-"
"COVLTNXARS0","2232","10/1/99","9/30/06","-"
"COVLTXXARS0","4532","10/1/99","9/30/06","-"
"COVLVAFRCM1","4630","10/1/99","9/30/06","-"
"COVLVAXARS0","4630","10/1/99","9/30/06","-"
"COVNCAXF01T","3105","10/1/99","9/30/06","-"
"COVNCAXF33M","3105","10/1/99","9/30/06","-"
"COVNCAXFDMD","3105","10/1/99","9/30/06","-"
"COVRPAXCDS0","8014","10/1/99","9/30/06","-"
"COVYWIXADS0","8007","10/1/99","9/30/06","-"
"COWNWVXADS0","8304","10/1/99","9/30/06","-"
"COWTOKXBDS0","4240","10/1/99","9/30/06","-"
"COY ARXARS0","3060","10/1/99","9/30/06","-"
"COYLOKMARS1","4230","10/1/99","9/30/06","-"
"COZDNEXSDS0","4040","10/1/99","9/30/06","-"
"CPACMIXHDS0","3795","10/1/99","9/30/06","-"
"CPBGPAXCRS0","4300","10/1/99","9/30/06","-"
"CPBRWVXADS0","8304","10/1/99","9/30/06","-"
"CPCHVACCRSM","4616","10/1/99","9/30/06","-"
"CPCRFLXADS0","3240","10/1/99","9/30/06","-"
"CPCRFLXBDS1","3240","10/1/99","9/30/06","-"
"CPCVTXXADS0","4550","10/1/99","9/30/06","-"
"CPDGWIXADSA","4680","10/1/99","9/30/06","-"
"CPDLOHXCDS0","4191","10/1/99","9/30/06","-"
"CPFRMOXADS0","8027","10/1/99","9/30/06","-"
"CPGPTXXARS0","4550","10/1/99","9/30/06","-"
"CPGRMOEDDSA","3900","10/1/99","9/30/06","-"
"CPGRMOEDRS7","3900","10/1/99","9/30/06","-"
"CPHGMDCADS0","3221","10/1/99","9/30/06","-"
"CPHLNCRO96G","3990","10/1/99","9/30/06","-"
"CPHLNCRORS0","3990","10/1/99","9/30/06","-"
"CPHLPACHDS0","4290","10/1/99","9/30/06","-"
"CPHLPAHSCM8","4290","10/1/99","9/30/06","-"
"CPHLTNXADS2","2232","10/1/99","9/30/06","-"
"CPHZFLXADS0","3240","10/1/99","9/30/06","-"
"CPLDAKXA595","2220","10/1/99","9/30/06","-"
"CPLDAKXACM1","2220","10/1/99","9/30/06","-"
"CPLDKSXARS0","3660","10/1/99","9/30/06","-"
"CPLDTXXARS0","4440","10/1/99","9/30/06","-"
"CPLSAKZB725","2220","10/1/99","9/30/06","-"
"CPMHMIXIDS0","3800","10/1/99","9/30/06","-"
"CPMNKS04RS0","3650","10/1/99","9/30/06","-"
"CPMNKYXARS0","4725","10/1/99","9/30/06","-"
"CPMNNEXCDS0","4040","10/1/99","9/30/06","-"
"CPMTCOMARS1","3200","10/1/99","9/30/06","-"
"CPNHNYZPRS0","2280","10/1/99","9/30/06","-"
"CPNWAKZB794","2220","10/1/99","9/30/06","-"
"CPPLAKXVH01","2220","10/1/99","9/30/06","-"
"CPRKTXXARS0","4520","10/1/99","9/30/06","-"
"CPRMAKZB795","2220","10/1/99","9/30/06","-"
"CPRMIDXCRS1","8352","10/1/99","9/30/06","-"
"CPRNILXARS0","8543","10/1/99","9/30/06","-"
"CPRNVAXARS0","4622","10/1/99","9/30/06","-"
"CPRPCAXF78G","3120","10/1/99","9/30/06","-"
"CPSTPAXCRS0","2060","10/1/99","9/30/06","-"
"CPSVPAXCRS0","4280","10/1/99","9/30/06","-"
"CPTWNDQACM1","4030","10/1/99","9/30/06","-"
"CPTWNDXADS0","4030","10/1/99","9/30/06","-"
"CPTWNYZWRS1","4140","10/1/99","9/30/06","-"
"CPVLMIXGRS0","3800","10/1/99","9/30/06","-"
"CPVLWAXXRS1","4655","10/1/99","9/30/06","-"
"CPVNNYXA654","2280","10/1/99","9/30/06","-"
"CQLLORXXDS0","4250","10/1/99","9/30/06","-"
"CRAFPAAICM1","2060","10/1/99","9/30/06","-"
"CRAFPAAICM2","2060","10/1/99","9/30/06","-"
"CRAFPAAVCM8","2060","10/1/99","9/30/06","-"
"CRAFPACR0MD","2060","10/1/99","9/30/06","-"
"CRAFPACRDS0","2060","10/1/99","9/30/06","-"
"CRAFPACRRS3","2060","10/1/99","9/30/06","-"
"CRAGAKXADS1","2220","10/1/99","9/30/06","-"
"CRAGCOAICM1","3200","10/1/99","9/30/06","-"
"CRAGCOMADS0","3200","10/1/99","9/30/06","-"
"CRAGCOQACM1","3200","10/1/99","9/30/06","-"
"CRAGMOXARS0","2020","10/1/99","9/30/06","-"
"CRAGNEXSDS0","2262","10/1/99","9/30/06","-"
"CRALIDABCM2","3420","10/1/99","9/30/06","-"
"CRALIDASW06","3420","10/1/99","9/30/06","-"
"CRALIDBFCM0","3420","10/1/99","9/30/06","-"
"CRALIDCYQ00","3420","10/1/99","9/30/06","-"
"CRALIDXBCM1","3420","10/1/99","9/30/06","-"
"CRALIDXX3MD","3420","10/1/99","9/30/06","-"
"CRALIDXX8MD","3420","10/1/99","9/30/06","-"
"CRALIDXXCG0","3420","10/1/99","9/30/06","-"
"CRALIDXXW06","3420","10/1/99","9/30/06","-"
"CRALIDXXW09","3420","10/1/99","9/30/06","-"
"CRANINXARS0","3560","10/1/99","9/30/06","-"
"CRANMOXARS0","8027","10/1/99","9/30/06","-"
"CRANTXCRRS0","4530","10/1/99","9/30/06","-"
"CRBGOH85RS2","2270","10/1/99","9/30/06","-"
"CRBGVACBDS0","4630","10/1/99","9/30/06","-"
"CRBHNCCE45F","8020","10/1/99","9/30/06","-"
"CRBNKYAOCM0","3670","10/1/99","9/30/06","-"
"CRBNKYMADS0","3670","10/1/99","9/30/06","-"
"CRBNTXXADS0","2040","10/1/99","9/30/06","-"
"CRBOKYMADS0","3670","10/1/99","9/30/06","-"
"CRBONEXLRS0","4050","10/1/99","9/30/06","-"
"CRBSMEXARS1","3780","10/1/99","9/30/06","-"
"CRBTCOMARS1","3200","10/1/99","9/30/06","-"
"CRBTORXCRS0","4262","10/1/99","9/30/06","-"
"CRCHTX821MD","4480","10/1/99","9/30/06","-"
"CRCHTX911MD","4480","10/1/99","9/30/06","-"
"CRCHTX9332Z","4480","10/1/99","9/30/06","-"
"CRCHTX9399Z","4480","10/1/99","9/30/06","-"
"CRCHTX93X4X","4480","10/1/99","9/30/06","-"
"CRCHTX93X4Y","4480","10/1/99","9/30/06","-"
"CRCHTX93X5Y","4480","10/1/99","9/30/06","-"
"CRCHTX93XNZ","4480","10/1/99","9/30/06","-"
"CRCHTXAT2MD","4480","10/1/99","9/30/06","-"
"CRCHTXBURS0","4480","10/1/99","9/30/06","-"
"CRCHTXBWCM0","4480","10/1/99","9/30/06","-"
"CRCHTXCADS0","4480","10/1/99","9/30/06","-"
"CRCHTXCBDS0","4480","10/1/99","9/30/06","-"
"CRCHTXFBDS0","4480","10/1/99","9/30/06","-"
"CRCHTXJBQMD","4480","10/1/99","9/30/06","-"
"CRCHTXMM1MD","4480","10/1/99","9/30/06","-"
"CRCHTXPDRS0","4480","10/1/99","9/30/06","-"
"CRCHTXPMDS0","4480","10/1/99","9/30/06","-"
"CRCHTXTEDS0","4480","10/1/99","9/30/06","-"
"CRCHTXTU03T","4480","10/1/99","9/30/06","-"
"CRCHTXTUCG0","4480","10/1/99","9/30/06","-"
"CRCHTXTUDS0","4480","10/1/99","9/30/06","-"
"CRCHTXTUDS3","4480","10/1/99","9/30/06","-"
"CRCHTXTUQMD","4480","10/1/99","9/30/06","-"
"CRCHTXUI1MD","4480","10/1/99","9/30/06","-"
"CRCHTXWYDS0","4480","10/1/99","9/30/06","-"
"CRCHTXXJ1MD","4480","10/1/99","9/30/06","-"
